date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:50:29	135/135	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/bars-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/bars-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:29	152/152	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/bullets-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/bullets-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:30	143/143	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/calendar-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/calendar-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:31	251/251	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/camera-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/camera-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:32	213/213	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/carat-d-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/carat-d-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:33	177/177	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/carat-l-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/carat-l-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:33	194/194	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/carat-r-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/carat-r-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:34	204/204	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/carat-u-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/carat-u-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:35	172/172	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/check-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/check-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:36	316/316	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/clock-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/clock-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:37	210/210	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/cloud-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/cloud-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:38	160/160	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/comment-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/comment-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:39	185/185	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/delete-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/delete-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:40	170/170	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/edit-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/edit-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:41	253/253	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/eye-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/eye-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:41	308/308	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/forbidden-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/forbidden-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:42	243/243	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/forward-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/forward-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:43	302/302	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/gear-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/gear-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:44	167/167	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/grid-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/grid-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:45	246/246	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/heart-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/heart-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:46	154/154	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/home-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/home-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:47	251/251	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/info-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/info-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:47	247/247	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/location-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/location-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:48	207/207	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/lock-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/lock-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:49	227/227	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/mail-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/mail-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:50	116/116	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/minus-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/minus-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:50	241/241	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/navigation-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/navigation-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:51	274/274	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/phone-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/phone-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:52	124/124	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/plus-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/plus-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:53	302/302	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/power-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/power-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:54	253/253	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/recycle-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/recycle-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:54	301/301	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/refresh-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/refresh-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:55	321/321	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/search-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/search-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:56	173/173	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/shop-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/shop-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:56	239/239	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/star-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/star-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:57	159/159	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/tag-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/tag-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:58	245/245	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/user-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/user-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:59	170/170	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/video-white.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/video-white.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:50:59	219/219	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/action-black.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/action-black.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:51:00	244/244	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/alert-black.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/alert-black.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:51:01	146/146	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/arrow-d-black.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/arrow-d-black.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:51:02	167/167	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/arrow-d-l-black.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/arrow-d-l-black.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:51:03	159/159	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/arrow-d-r-black.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/arrow-d-r-black.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:51:03	149/149	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/arrow-l-black.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/arrow-l-black.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:51:04	147/147	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/arrow-r-black.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/arrow-r-black.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:51:05	147/147	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/arrow-u-black.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/arrow-u-black.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
21:51:05	163/163	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/arrow-u-l-black.png	C:/My%20Web%20Sites/Calculator/ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/images/icons-png/arrow-u-l-black.png	(from https://ajax.googleapis.com/ajax/libs/jquerymobile/1.4.5/jquery.mobile.min.css)
